Nombre Completo,Institución de Adscripción,Área del Conocimiento
M. EN C. DAVILA ORTIZ DE MONTELLANO DAVID JOSE,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. CALVILLO VELASCO MINERVA EDITH,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. ZAVALA VEGA SERGIO,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MTRO. LEON ORTIZ PABLO,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. RAMOS CHAVEZ LUCIO ANTONIO,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. CORREA BELTRAN MARIA DOLORES,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. CORIA JIMENEZ VICTOR RAFAEL,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
M. EN C. BARRAGAN MEJIA MARCIAL GERARDO,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. ORIA HERNANDEZ JESUS ANTONIO,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
M. EN C. HERNANDEZ GARCIA ERNESTINA,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. JIMENEZ TREJO FRANCISCO JAVIER,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. LOPEZ HERRERA GABRIELA,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. GOMEZ MANZO SAUL,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. VARGAS VILLAVICENCIO JOSE ANTONIO,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. CARDENAS RODRIGUEZ NOEMI,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. PHILLIPS FARFAN BRYAN VICTOR,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
M. EN C. CAÑEDO SOLARES IRMA,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. ORTEGA CUELLAR DANIEL DAGOBERTO,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. COBALLASE URRUTIA ELVIA,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. SALAS LABADIA CONSUELO,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. CAMACHO CASTILLO LUZ DEL CARMEN,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. AGUILAR HERNANDEZ MARIA MONTSERRAT,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. PASTEN HIDALGO KARINA,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. FLORES LOPEZ LUIS ANTONIO,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. MORENO LORENZANA DAFNE LINDA,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DR. RODRIGUEZ GOMEZ ALFREDO DE JESUS,INSTITUTO NACIONAL DE PEDIATRIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. LLANES DIAZ NATHALY,INSTITUTO NACIONAL DE PEDIATRIA,Área V: CIENCIAS SOCIALES
DR. RIVERA GONZALEZ IVAN ROLANDO,INSTITUTO NACIONAL DE PEDIATRIA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA. HERNANDEZ MONTOYA DEWI SHARON,INSTITUTO NACIONAL DE PEDIATRIA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA. FIGUEROA OLEA MIRIAM,INSTITUTO NACIONAL DE PEDIATRIA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
MED. ARREDONDO GARCIA JOSE LUIS,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. FRIAS VAZQUEZ SARA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. RIDAURA SANZ CECILIA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. RIVERA LUNA ROBERTO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. PONCE MACOTELA MARTHA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. GONZALEZ MACIEL ANGELICA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. TORRES MALDONADO LEDA CAROLINA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. CHAVEZ SALDAÑA MARGARITA DOLORES,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. GONZALEZ DEL ANGEL ARIADNA ESTELA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. ALCANTARA ORTIGOZA MIGUEL ANGEL,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. CARVAJAL AGUILERA KARLA GUADALUPE,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. LOPEZ VELAZQUEZ GABRIEL,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. OROZCO COVARRUBIAS MARIA DE LA LUZ,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. REYES VIVAS HORACIO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. VIGUERAS VILLASEÑOR ROSA MARIA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
QUIM. JUAREZ OLGUIN MATEO HUGO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. MOLINA ALVAREZ BERTHA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. DURAN MCKINSTER LOURDES CAROLA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. PEREZ VERA SILVIA PATRICIA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. PEREZ GUILLE MARIA GABRIELA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. VENCES MEJIA ARACELI,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. ROJAS CASTAÑEDA JULIO CESAR,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. ALTAMIRANO BUSTAMANTE NELLY FRANCISCA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. CABALLERO ORTEGA HERIBERTO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. SAEZ DE OCARIZ GUTIERREZ MARIA DEL MAR,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. PEREZ GUILLE BEATRIZ EUGENIA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. SORIANO ROSALES ROSA EUGENIA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. CALDERON GUZMAN DAVID,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. ESPINOSA PADILLA SARA ELVA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. CARDENAS CARDOS ROCIO DEL SOCORRO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. CASTILLO VILLANUEVA ADRIANA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MTRO. OLAYA VARGAS ALBERTO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. MACIAS PARRA MERCEDES,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. CHAVEZ PACHECO JUAN LUIS,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. VELA AMIEVA MARCELA BEATRIZ,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. ZAPATA TARRES MARTA MARGARITA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. CARMONA APARICIO LILIANA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. MENDEZ CRUZ SARA TERESA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. YAMAZAKI NAKASHIMADA MARCO ANTONIO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
BIOL. REYNOSO ROBLES RAFAEL,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. PALACIOS LOPEZ CAROLINA GUADALUPE,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. ALEMON MEDINA FRANCISCO RADAMES,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. REYES LEON ADRIANA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. VANOYE CARLO AMERICA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. MENDOZA TORREBLANCA JULIETA GRISELDA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. RIVERA ESPINOSA LILIANA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. BERRON RUIZ LAURA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. BLANCAS GALICIA LIZBETH,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. YOKOYAMA REBOLLAR EMIY,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. LUGO REYES SAUL OSWALDO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. ORTIZ ALEGRIA LUZ BELINDA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. GARCIA TORRES ITZHEL,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. GRANADOS ROJAS LETICIA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. ENRIQUEZ FLORES SERGIO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. GONZALEZ ZAMORA JOSE FRANCISCO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. JUAREZ MENDEZ SERGIO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. GONZALEZ GARAY ALEJANDRO GABRIEL,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. GARCIA ROMERO MARIA TERESA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. VELAZQUEZ ARAGON JOSE ANTONIO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. REYNA FABIAN MIRIAM ERANDI,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. GONZALEZ SERRANO MARIA EDITH,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. JUAREZ VELAZQUEZ MARIA DEL ROCIO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. AQUINO ANDRADE ALEJANDRA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. TORRES ESPINDOLA LUZ MARIA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. SANCHEZ HUERTA KARLA BERENICE,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. MARCIAL QUINO JAIME,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. VILLEGAS RUIZ VANESSA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MED. RODRIGUEZ WEBER MIGUEL ANGEL,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. CASTILLO RODRIGUEZ ROSA ANGELICA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. VELASCO HIDALGO LILIANA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. DIAZ GARCIA MARIA LUISA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. SANCHEZ SANDOVAL SILVIA ROSALIA,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. GOMEZ CHAVEZ FERNANDO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MTRO. ESPARZA AGUILAR MARCELINO,INSTITUTO NACIONAL DE PEDIATRIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. GUERRA INFANTE FERNANDO MARTIN,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
M. EN C. FLORES HERRERA HECTOR,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. IRLES MACHUCA CLAUDINE LILIANE,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DR. DIAZ MARTINEZ NESTOR FABIAN,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
M. EN C. ESPEJEL NUÑEZ AURORA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
M. EN C. GARCIA LOPEZ GUADALUPE,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. HELGUERA REPETTO ADDY CECILIA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DR. LEON JUAREZ MOISES,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DR. MANCILLA HERRERA ISMAEL,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. GARCIA GOMEZ ELIZABETH,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DR. VAZQUEZ MARTINEZ EDGAR RICARDO,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. HERRERA SALAZAR ALMA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DR. PEREZ DURAN JAVIER,INSTITUTO NACIONAL DE PERINATOLOGIA,Área II: BIOLOGÍA Y QUÍMICA
DRA. SANCHEZ BRAVO CLAUDIA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA. CHAVEZ COURTOIS MAYRA LILIA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR. FIGUEROA DAMIAN RICARDO,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. GALINDO SEVILLA NORMA DEL CARMEN,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. SCHNAAS Y ARRIETA MARIA DE LOURDES,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. ZAGA CLAVELLINA CLAUDIA VERONICA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. ESTRADA GUTIERREZ GUADALUPE DEL CARMEN,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. LOPEZ HURTADO MARCELA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. GUZMAN GRENFELL ALBERTO MARTIN,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. MOLINA HERNANDEZ ANAYANSI,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. LEFF GELMAN FELIPE,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. PERICHART PERERA OTILIA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. VEGA SANCHEZ RODRIGO,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. OSORIO VALENCIA ERIKA MARCELA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. LOZANO CUENCA JAIR,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. LOPEZ CANALES JORGE SKIOLD,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. REYES MUÑOZ ENRIQUE,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. GONZALEZ PEREZ GABRIELA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. NAVA SALAZAR SONIA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. RODRIGUEZ VENTURA ANA LILIA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. SAMANO SAMANO MARIA REYNA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. MARTINEZ JUAREZ ALEJANDRO,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. HERNANDEZ TREJO MARIA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. SANCHEZ GUERRA MARCO ANTONIO,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. MONROY MUÑOZ IRMA ELOISA,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
M. EN C. GUZMAN HUERTA MARIO ESTANISLAO,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. GARCIA ROMERO CARMEN SELENE,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. OLMOS ORTIZ ANDREA GUADALUPE,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DR. BORBOA OLIVARES HECTOR JESUS,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
MTRO. OSORIO CABALLERO MAURICIO,INSTITUTO NACIONAL DE PERINATOLOGIA,Área III: MEDICINA Y CIENCIAS DE LA SALUD
DRA. BENITEZ KING GLORIA ACACIA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. MENDEZ UBACH MILAGROS,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DR. MONDRAGON CEBALLOS RICARDO,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. LEON OLEA MARTHA MARIA DE LA SALUD,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. SANTILLAN DOHERTY ANA MARIA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. SANCHEZ JARAMILLO EDITH,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. DE GORTARI GALLARDO PATRICIA BERTHA JUDITH,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. HERNANDEZ LOPEZ LEONOR ESTELA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DR. RAMIREZ RODRIGUEZ GERARDO BERNABE,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DR. ARREOLA ALEMON RODRIGO,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. CERDA MOLINA ANA LILIA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. HERNANDEZ FONSECA KARLA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DR. SOLIS CHAGOYAN HECTOR,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. HERNANDEZ HERNANDEZ OLIVIA TANIA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DR. SEGURA CHAMA PEDRO DAVID,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. VALDES TOVAR MARCELA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. ALVAREZ SALAS ELENA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DR. MIXCOHA HERNANDEZ EDGAR,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DR. PEREZ SANCHEZ GILBERTO,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. SIMON ARCEO KARINA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
M. EN C. ARGUETA DONOHUE JOSE DE JESUS,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área II: BIOLOGÍA Y QUÍMICA
DRA. MEDINA MORA ICAZA MARIA ELENA TERESA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA. NATERA REY GUILLERMINA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA. LARA CANTU MARIA ASUNCION,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DR. CARAVEO ANDUAGA JORGE JAVIER,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA. GONZALEZ FORTEZA CATALINA FRANCISCA,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
DRA. RAMOS LIRA LUCIANA ESTHER,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,Área IV: HUMANIDADES Y CIENCIAS DE LA CONDUCTA
