title,authors,language_code,num_pages,category
The Bachman Books,Richard Bachman/Stephen King,eng,704,large
Sam Walton: Made In America,Sam Walton/John Huey,eng,346,medium
The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,eng,1099,large
The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,eng,496,large
The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,Robert D. Kaplan,eng,476,large
When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,eng,264,medium
When Genius Failed: The Rise And Fall Of Long Term Capital Management,Roger Lowenstein,eng,275,medium
Birds Without Wings,Louis de Bernières,eng,640,large
Sword and Shield,John Terra,eng,16,short
Hemingway: The Paris Years,Michael S. Reynolds,eng,402,large
The Hemingway Women: Those Who Love Him - The Wives And Others,Bernice Kert,eng,556,large
Hemingway: A Biography,Jeffrey Meyers,eng,644,large
The Big Rock Candy Mountain,Wallace Stegner,eng,563,large
Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,Wallace Stegner/Bernard DeVoto,eng,438,large
Collected Stories,Wallace Stegner/Lynn Stegner,eng,576,large
All the Little Live Things,Wallace Stegner,eng,345,medium
Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,eng,234,medium
Wallace Stegner: His Life and Work,Jackson J. Benson,eng,496,large
Letters of E.B. White,E.B. White/Dorothy Lobrano Guth/Martha White/John Updike,eng,736,large
Here Is New York,E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,eng,58,short
Charlotte's Web,E.B. White/Garth Williams,eng,179,short
Charlotte's Web,E.B. White/Garth Williams,eng,256,medium
Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,eng,814,large
The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,Hunter S. Thompson,eng,752,large
The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,Hunter S. Thompson/Douglas Brinkley,eng,720,large
Einstein: His Life and Universe,Walter Isaacson,eng,675,large
The Wise Men: Six Friends and the World They Made,Walter Isaacson/Evan Thomas,eng,864,large
Traveling Mercies: Some Thoughts on Faith,Anne Lamott,eng,275,medium
The Pursuit of Happyness,Chris Gardner,eng,320,medium
The Pact,Jodi Picoult,eng,512,large
My Sister's Keeper,Jodi Picoult,eng,423,large
The Collected Songs of Cold Mountain,Hanshan/Red Pine/John Blofeld,eng,320,medium
For One More Day,Mitch Albom,eng,197,short
Outlander (Outlander  #1),Diana Gabaldon,eng,850,large
A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,eng,980,large
The Fiery Cross (Outlander  #5),Diana Gabaldon/Janos Farkas,eng,1443,large
Dragonfly in Amber (Outlander  #2),Diana Gabaldon,eng,743,large
Novels  1926-1929,William Faulkner/Noel Polk/Joseph Blotner,eng,1180,large
Novels 1942–1954: Go Down  Moses / Intruder in the Dust / Requiem for a Nun / A Fable,William Faulkner/Noel Polk/Joseph Blotner,eng,1110,large
Selected Short Stories,William Faulkner,eng,320,medium
The Town,William Faulkner,eng,371,medium
Voyager (Outlander  #3),Diana Gabaldon,eng,870,large
Drums of Autumn (Outlander  #4),Diana Gabaldon,eng,880,large
The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,eng,577,large
Cross Stitch (Outlander  #1),Diana Gabaldon,eng,864,large
Eight Mindful Steps to Happiness: Walking the Buddha's Path,Henepola Gunaratana,eng,288,medium
Eleven on Top (Stephanie Plum  #11),Janet Evanovich,eng,321,medium
The Portable James Joyce,James Joyce/Harry Levin,eng,762,large
Jane Eyre,Charlotte Brontë/Stevie Davies,eng,590,large
Jane Eyre,Charlotte Brontë/Richard J. Dunn,eng,534,large
Jane Eyre,Jane E. Gerver/Bill Dodge/Charlotte Brontë,eng,112,short
The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin/Gunther Stuhlmann,eng,372,medium
The Diary of Anaïs Nin  Vol. 3: 1939-1944,Anaïs Nin/Gunther Stuhlmann,eng,348,medium
The Big Book of Boy Stuff,Bart King/Chris Sabatino,eng,292,medium
Roald Dahl: The Storyteller (Famous Lives),Jason Hook,eng,48,short
The Read-Aloud Handbook,Jim Trelease,eng,432,large
The Working Poor: Invisible in America,David K. Shipler,eng,352,medium
The Chronicles of Narnia CD Box Set,C.S. Lewis/Kenneth Branagh,eng,31,short
The Chronicles of Narnia (The Chronicles of Narnia  #1-7),C.S. Lewis/Pauline Baynes,eng,766,large
Mere Christianity,C.S. Lewis/Kathleen Norris,eng,227,medium
Mere Christianity,C.S. Lewis,eng,191,short
The Screwtape Letters,C.S. Lewis,eng,224,medium
Four Mothers at Chautuaqua,Pansy/Isabella MacDonald Alden,eng,265,medium
The Trial of God: (as it was held on February 25  1649  in Shamgorod),Elie Wiesel/Robert McAfee Brown/Matthew Fox,eng,208,medium
All Rivers Run to the Sea,Elie Wiesel,eng,464,large
Leading with a Limp: Turning Your Struggles Into Strengths,Dan B. Allender,eng,206,medium
Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes),Bruce Edward Walker/Ken Kesey/CliffsNotes,eng,112,short
One Flew Over the Cuckoo's Nest,Ken Kesey,eng,272,medium
One Flew over the Cuckoo's Nest,Ken Kesey,eng,272,medium
Existentialists and Mystics: Writings on Philosophy and Literature,Iris Murdoch/George Steiner/Peter J. Conradi,eng,576,large
Mystical Paths (Starbridge  #5),Susan Howatch,eng,576,large
Glittering Images (Starbridge  #1),Susan Howatch,eng,512,large
Scandalous Risks,Susan Howatch,eng,480,large
Absolute Truths (Starbridge  #6),Susan Howatch,eng,672,large
Summer of Night (Seasons of Horror  #1),Dan Simmons,eng,600,large
The Rise of Endymion (Hyperion Cantos  #4),Dan Simmons,eng,709,large
Norwegian Wood,Haruki Murakami/Jay Rubin,eng,296,medium
Horton Hatches the Egg,Dr. Seuss,eng,64,short
Silver on the Tree (The Dark is Rising  #5),Susan Cooper,eng,274,medium
The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,eng,379,medium
Trouble Is My Business,Raymond Chandler,eng,224,medium
Herbert the Timid Dragon,Mercer Mayer,eng,48,short
Song of Solomon,Toni Morrison,eng,337,medium
The Bluest Eye,Toni Morrison,eng,216,medium
100 Love Sonnets,Pablo Neruda/Stephen Tapscott,eng,232,medium
Pacific Northwest Hiking: The Complete Guide to More Than 1 000 of the Best Hikes in Washington and Oregon (Foghorn Outdoors),Scott Leonard/Megan McMorris,eng,912,large
The Guns of August,Barbara W. Tuchman/Robert K. Massie,eng,606,large
Family (Firstborn  #4),Karen Kingsbury,eng,345,medium
Found (Firstborn  #3),Karen Kingsbury,eng,342,medium
Forever (Firstborn  #5),Karen Kingsbury,eng,346,medium
Ever After (Lost Love  #2),Karen Kingsbury,eng,337,medium
Return (Redemption  #3),Karen Kingsbury/Gary Smalley,eng,384,medium
The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,eng,640,large
Redemption (Redemption  #1),Karen Kingsbury/Gary Smalley,eng,384,medium
Forgiven (Firstborn  #2),Karen Kingsbury,eng,358,medium
Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,eng,344,medium
Where I'm Calling From: New and Selected Stories,Raymond Carver,eng,544,large
All of Us: The Collected Poems,Raymond Carver,eng,416,large
Short Cuts: Selected Stories,Raymond Carver/Robert Altman,eng,157,short
Cathedral,Raymond Carver,eng,230,medium
In Pharaoh's Army: Memories of the Lost War,Tobias Wolff/Luann Walther,eng,240,medium
The Vintage Book of Contemporary American Short Stories,Tobias Wolff,eng,576,large
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,eng,356,medium
The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain,eng,510,large
The Living and the Dead: Robert McNamara and Five Lives of a Lost War,Paul Hendrickson,eng,448,large
Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson/Marion Post Wolcott,eng,297,medium
The Color Purple,Alice Walker,eng,295,medium
The Promise,Chaim Potok,eng,368,medium
The Gift of Asher Lev,Chaim Potok,eng,384,medium
In the Beginning,Chaim Potok,eng,416,large
My Name Is Asher Lev,Chaim Potok,eng,369,medium
Swan Song,Robert R. McCammon,eng,956,large
The Wolf's Hour,Robert R. McCammon,eng,603,large
Boy's Life,Robert R. McCammon,eng,580,large
Swan Song,Robert R. McCammon,eng,956,large
The Secretary of Dreams  Volume One,Stephen King/Glenn Chadbourne,eng,281,medium
The Green Mile,Stephen King,eng,592,large
The Body,Stephen King/Robin Waterfield,eng,80,short
Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson,eng,66,short
On Writing: A Memoir,Stephen King,eng,384,medium
The Shining,Stephen King,eng,659,large
The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman,eng,692,large
Stand by Me,Raynold Gideon,eng,96,short
The Life of Emily Dickinson,Richard B. Sewall,eng,821,large
The Poems of Emily Dickinson,Emily Dickinson/R.W. Franklin,eng,690,large
Selected Poetry of Emily Dickinson,Emily Dickinson,eng,299,medium
The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,eng,732,large
Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes,eng,256,medium
The Colossus and Other Poems,Sylvia Plath,eng,84,short
The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,eng,384,medium
Rabbit Angstrom: The Four Novels,John Updike,eng,1520,large
Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,eng,32,short
The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,eng,693,large
The Collected Poems  1957-1987,Octavio Paz/Eliot Weinberger/Elizabeth Bishop,eng,669,large
The Labyrinth of Solitude and Other Writings,Octavio Paz/Lysander Kemp/Yara Milos,eng,398,medium
Sor Juana: Or  the Traps of Faith,Octavio Paz/Margaret Sayers Peden,eng,547,large
Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,eng,160,short
The Double Flame: Love and Eroticism,Octavio Paz/Helen Lane,eng,276,medium
Lost in the City,Edward P. Jones,eng,268,medium
City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout,eng,288,medium
Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,eng,162,short
Darkness Visible: A Memoir of Madness,William Styron,eng,96,short
The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,eng,1207,large
Novels 1956–1964: Seize the Day / Henderson the Rain King / Herzog,Saul Bellow/James  Wood,eng,793,large
Broken (Women of the Otherworld  #6),Kelley Armstrong,eng,444,large
Bitten (Otherworld  #1),Kelley Armstrong,eng,436,large
Haunted (Women of the Otherworld  #5),Kelley Armstrong,eng,495,large
Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,eng,414,large
Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,eng,528,large
Stolen (Women of the Otherworld  #2),Kelley Armstrong,eng,468,large
The Line Between,Peter S. Beagle,eng,231,medium
Tamsin,Peter S. Beagle,eng,288,medium
The Fantasy Worlds of Peter Beagle,Peter S. Beagle,eng,430,large
Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,eng,128,short
The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos,eng,656,large
The Rebel,Albert Camus/Anthony Bower/Herbert Read,eng,320,medium
The Fall,Albert Camus/Justin O'Brien,eng,147,short
I Who Have Never Known Men,Jacqueline Harpman/Ros Schwartz,eng,206,medium
Crime Novels: American Noir of the 1950s,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,eng,892,large
Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger,eng,134,short
The Algebraist,Iain M. Banks,eng,434,large
Excession (Culture  #5),Iain M. Banks,eng,499,large
Look to Windward (Culture  #7),Iain M. Banks,eng,496,large
Herman Melville: A Biography,Hershel Parker,eng,928,large
The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles/Daniel Halpern,eng,940,large
The Spider's House,Paul Bowles/Francine Prose,eng,432,large
Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett/Neil Gaiman,eng,384,medium
Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,eng,464,large
Tractatus Logico-Philosophicus,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell,eng,142,short
Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe,eng,256,medium
Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,eng,160,short
Ludwig Wittgenstein: The Duty of Genius,Ray Monk,eng,704,large
Wittgenstein's Vienna,Allan Janik/Stephen Toulmin,eng,315,medium
Long Day's Journey into Night,Eugene O'Neill/Harold Bloom,eng,179,short
Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,eng,408,large
The Bald Soprano and Other Plays,Eugène Ionesco/Donald M. Allen,eng,160,short
Three Plays: Exit the King / The Killer / Macbett,Eugène Ionesco/Charles Marowitz/Donald   Watson,eng,105,short
The Late Mattia Pascal,Luigi Pirandello/William Weaver/Charles Simic,eng,272,medium
One  No One and One Hundred Thousand,Luigi Pirandello/William Weaver/Samuel Putnam,eng,176,short
Sierra's Homecoming (McKettricks  #5),Linda Lael Miller,eng,248,medium
Seven Plays,Sam Shepard/Richard Gilman,eng,336,medium
Watership Down,Richard  Adams,eng,479,large
The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden/Allan Drummond,eng,80,short
Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick,eng,347,medium
Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven,eng,604,large
Strong Opinions,Vladimir Nabokov,eng,368,medium
The Portable Conrad,Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl,eng,762,large
Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers,eng,32,short
The Poetry of Robert Frost: The Collected Poems  Complete and Unabridged,Robert Frost/Edward Connery Lathem,eng,607,large
The Road Not Taken and Other Poems,Robert Frost,eng,49,short
Collected Poems  Prose  and Plays,Robert Frost/Richard Poirier/Mark   Richardson,eng,1036,large
Robert Frost: A Life,Jay Parini,eng,514,large
Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill/Luann Walther,eng,424,large
The Play Soldier,Chet Green,eng,328,medium
Return to Ithaca (Tales from the Odyssey  #5),Mary Pope Osborne/Troy Howell,eng,112,short
The New Testament,Richmond Lattimore,eng,608,large
Collected Stories,Tennessee Williams/Gore Vidal,eng,608,large
Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3),Samuel Beckett,eng,512,large
Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson,eng,336,medium
Basic Writings of Nietzsche,Friedrich Nietzsche/Walter Kaufmann/Peter Gay,eng,862,large
Beyond Good and Evil,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner,eng,240,medium
Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche/R.J. Hollingdale,eng,292,medium
Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,eng,608,large
The Risk Pool,Richard Russo,eng,479,large
Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,eng,416,large
The People's Tycoon: Henry Ford and the American Century,Steven Watts,eng,656,large
Journey to the End of the Night,Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann,eng,453,large
The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen/Charles Larson/Marita Golden,eng,278,medium
A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy/Peter Sekirin,eng,384,medium
Letters: Summer 1926,Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke,eng,380,medium
Maia (Beklan Empire #2),Richard  Adams,eng,1056,large
You Can't Go Home Again,Thomas Wolfe,eng,711,large
Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe/Pat Conroy,eng,896,large
Complete Plays 1920–1931,Eugene O'Neill/Travis Bogard,eng,1092,large
Complete Plays 1913–1920,Eugene O'Neill/Travis Bogard,eng,1107,large
The Executioner's Song,Norman Mailer,eng,1056,large
In Cold Blood,Truman Capote,eng,316,medium
No Country for Old Men,Cormac McCarthy,eng,309,medium
The Idiot,Fyodor Dostoyevsky/Anna Brailovsky/Joseph Frank/Constance Garnett/Alan Myers,eng,667,large
Pilgrim at Tinker Creek,Annie Dillard,eng,288,medium
Plan B: Further Thoughts on Faith,Anne Lamott,eng,352,medium
Operating Instructions: A Journal of My Son's First Year,Anne Lamott,eng,251,medium
Stiff: The Curious Lives of Human Cadavers,Mary Roach,eng,304,medium
Stiff Upper Lip  Jeeves (Jeeves  #13),P.G. Wodehouse,eng,211,medium
Sometimes a Great Notion,Ken Kesey/Charles Bowden,eng,715,large
Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,eng,400,medium
Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,eng,544,large
The Collected Stories,Eudora Welty,eng,622,large
Complete Novels: The Robber Bridegroom  Delta Wedding  The Ponder Heart  Losing Battles  The Optimist's Daughter,Eudora Welty/Richard Ford/Michael Kreyling,eng,1012,large
Eudora Welty: Photographs,Eudora Welty/Reynolds Price,eng,226,medium
On Writing,Eudora Welty/Richard Bausch,eng,106,short
The Eye of the Story: Selected Essays and Reviews,Eudora Welty,eng,368,medium
One Writer's Beginnings,Eudora Welty,eng,104,short
The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,eng,341,medium
Media Control: The Spectacular Achievements of Propaganda,Noam Chomsky,eng,103,short
Cat Breaking Free (Joe Grey  #11),Shirley Rousseau Murphy,eng,375,medium
Cat Cross Their Graves (Joe Grey  #10),Shirley Rousseau Murphy,eng,385,medium
The Source,James A. Michener,eng,1080,large
Hawaii,James A. Michener,eng,1136,large
Chesapeake,James A. Michener,eng,1024,large
Caravans,James A. Michener,eng,320,medium
Centennial,James A. Michener,eng,1086,large
The Shining,Stephen King,eng,505,large
The Shining,Stephen King/Campbell Scott,eng,0,short
